
============================================================================
Itération 0
25402 changements de cluster en 30.18 secondes.

Il y a 104 points (mots) regroupés autour du centroïde no 0
Il y a 5375 points (mots) regroupés autour du centroïde no 1
Il y a 75 points (mots) regroupés autour du centroïde no 2
Il y a 391 points (mots) regroupés autour du centroïde no 3
Il y a 53 points (mots) regroupés autour du centroïde no 4
Il y a 14 points (mots) regroupés autour du centroïde no 5
Il y a 161 points (mots) regroupés autour du centroïde no 6
Il y a 116 points (mots) regroupés autour du centroïde no 7
Il y a 568 points (mots) regroupés autour du centroïde no 8
Il y a 484 points (mots) regroupés autour du centroïde no 9
Il y a 176 points (mots) regroupés autour du centroïde no 10
Il y a 46 points (mots) regroupés autour du centroïde no 11
Il y a 180 points (mots) regroupés autour du centroïde no 12
Il y a 1569 points (mots) regroupés autour du centroïde no 13
Il y a 216 points (mots) regroupés autour du centroïde no 14
Il y a 303 points (mots) regroupés autour du centroïde no 15
Il y a 451 points (mots) regroupés autour du centroïde no 16
Il y a 53 points (mots) regroupés autour du centroïde no 17
Il y a 40 points (mots) regroupés autour du centroïde no 18
Il y a 2108 points (mots) regroupés autour du centroïde no 19
Il y a 582 points (mots) regroupés autour du centroïde no 20
Il y a 148 points (mots) regroupés autour du centroïde no 21
Il y a 2938 points (mots) regroupés autour du centroïde no 22
Il y a 3862 points (mots) regroupés autour du centroïde no 23
Il y a 126 points (mots) regroupés autour du centroïde no 24
Il y a 395 points (mots) regroupés autour du centroïde no 25
Il y a 87 points (mots) regroupés autour du centroïde no 26
Il y a 4 points (mots) regroupés autour du centroïde no 27
Il y a 141 points (mots) regroupés autour du centroïde no 28
Il y a 62 points (mots) regroupés autour du centroïde no 29
Il y a 901 points (mots) regroupés autour du centroïde no 30
Il y a 125 points (mots) regroupés autour du centroïde no 31
Il y a 138 points (mots) regroupés autour du centroïde no 32
Il y a 262 points (mots) regroupés autour du centroïde no 33
Il y a 482 points (mots) regroupés autour du centroïde no 34
Il y a 41 points (mots) regroupés autour du centroïde no 35
Il y a 112 points (mots) regroupés autour du centroïde no 36
Il y a 72 points (mots) regroupés autour du centroïde no 37
Il y a 707 points (mots) regroupés autour du centroïde no 38
Il y a 99 points (mots) regroupés autour du centroïde no 39
Il y a 135 points (mots) regroupés autour du centroïde no 40
Il y a 224 points (mots) regroupés autour du centroïde no 41
Il y a 116 points (mots) regroupés autour du centroïde no 42
Il y a 88 points (mots) regroupés autour du centroïde no 43
Il y a 5 points (mots) regroupés autour du centroïde no 44
Il y a 42 points (mots) regroupés autour du centroïde no 45
Il y a 9 points (mots) regroupés autour du centroïde no 46
Il y a 371 points (mots) regroupés autour du centroïde no 47
Il y a 291 points (mots) regroupés autour du centroïde no 48
Il y a 354 points (mots) regroupés autour du centroïde no 49

============================================================================
Itération 1
9995 changements de cluster en 30.77 secondes.

Il y a 60 points (mots) regroupés autour du centroïde no 0
Il y a 6781 points (mots) regroupés autour du centroïde no 1
Il y a 98 points (mots) regroupés autour du centroïde no 2
Il y a 494 points (mots) regroupés autour du centroïde no 3
Il y a 68 points (mots) regroupés autour du centroïde no 4
Il y a 10 points (mots) regroupés autour du centroïde no 5
Il y a 285 points (mots) regroupés autour du centroïde no 6
Il y a 177 points (mots) regroupés autour du centroïde no 7
Il y a 637 points (mots) regroupés autour du centroïde no 8
Il y a 207 points (mots) regroupés autour du centroïde no 9
Il y a 132 points (mots) regroupés autour du centroïde no 10
Il y a 205 points (mots) regroupés autour du centroïde no 11
Il y a 400 points (mots) regroupés autour du centroïde no 12
Il y a 1321 points (mots) regroupés autour du centroïde no 13
Il y a 121 points (mots) regroupés autour du centroïde no 14
Il y a 279 points (mots) regroupés autour du centroïde no 15
Il y a 196 points (mots) regroupés autour du centroïde no 16
Il y a 147 points (mots) regroupés autour du centroïde no 17
Il y a 50 points (mots) regroupés autour du centroïde no 18
Il y a 1613 points (mots) regroupés autour du centroïde no 19
Il y a 313 points (mots) regroupés autour du centroïde no 20
Il y a 162 points (mots) regroupés autour du centroïde no 21
Il y a 1045 points (mots) regroupés autour du centroïde no 22
Il y a 1929 points (mots) regroupés autour du centroïde no 23
Il y a 223 points (mots) regroupés autour du centroïde no 24
Il y a 522 points (mots) regroupés autour du centroïde no 25
Il y a 37 points (mots) regroupés autour du centroïde no 26
Il y a 8 points (mots) regroupés autour du centroïde no 27
Il y a 242 points (mots) regroupés autour du centroïde no 28
Il y a 42 points (mots) regroupés autour du centroïde no 29
Il y a 1509 points (mots) regroupés autour du centroïde no 30
Il y a 151 points (mots) regroupés autour du centroïde no 31
Il y a 101 points (mots) regroupés autour du centroïde no 32
Il y a 303 points (mots) regroupés autour du centroïde no 33
Il y a 218 points (mots) regroupés autour du centroïde no 34
Il y a 173 points (mots) regroupés autour du centroïde no 35
Il y a 79 points (mots) regroupés autour du centroïde no 36
Il y a 90 points (mots) regroupés autour du centroïde no 37
Il y a 1416 points (mots) regroupés autour du centroïde no 38
Il y a 336 points (mots) regroupés autour du centroïde no 39
Il y a 137 points (mots) regroupés autour du centroïde no 40
Il y a 396 points (mots) regroupés autour du centroïde no 41
Il y a 155 points (mots) regroupés autour du centroïde no 42
Il y a 76 points (mots) regroupés autour du centroïde no 43
Il y a 8 points (mots) regroupés autour du centroïde no 44
Il y a 112 points (mots) regroupés autour du centroïde no 45
Il y a 28 points (mots) regroupés autour du centroïde no 46
Il y a 751 points (mots) regroupés autour du centroïde no 47
Il y a 673 points (mots) regroupés autour du centroïde no 48
Il y a 886 points (mots) regroupés autour du centroïde no 49

============================================================================
Itération 2
4145 changements de cluster en 30.47 secondes.

Il y a 42 points (mots) regroupés autour du centroïde no 0
Il y a 6724 points (mots) regroupés autour du centroïde no 1
Il y a 99 points (mots) regroupés autour du centroïde no 2
Il y a 318 points (mots) regroupés autour du centroïde no 3
Il y a 56 points (mots) regroupés autour du centroïde no 4
Il y a 3 points (mots) regroupés autour du centroïde no 5
Il y a 271 points (mots) regroupés autour du centroïde no 6
Il y a 171 points (mots) regroupés autour du centroïde no 7
Il y a 684 points (mots) regroupés autour du centroïde no 8
Il y a 96 points (mots) regroupés autour du centroïde no 9
Il y a 139 points (mots) regroupés autour du centroïde no 10
Il y a 193 points (mots) regroupés autour du centroïde no 11
Il y a 485 points (mots) regroupés autour du centroïde no 12
Il y a 982 points (mots) regroupés autour du centroïde no 13
Il y a 103 points (mots) regroupés autour du centroïde no 14
Il y a 212 points (mots) regroupés autour du centroïde no 15
Il y a 113 points (mots) regroupés autour du centroïde no 16
Il y a 247 points (mots) regroupés autour du centroïde no 17
Il y a 49 points (mots) regroupés autour du centroïde no 18
Il y a 1779 points (mots) regroupés autour du centroïde no 19
Il y a 221 points (mots) regroupés autour du centroïde no 20
Il y a 131 points (mots) regroupés autour du centroïde no 21
Il y a 933 points (mots) regroupés autour du centroïde no 22
Il y a 1585 points (mots) regroupés autour du centroïde no 23
Il y a 159 points (mots) regroupés autour du centroïde no 24
Il y a 444 points (mots) regroupés autour du centroïde no 25
Il y a 17 points (mots) regroupés autour du centroïde no 26
Il y a 136 points (mots) regroupés autour du centroïde no 27
Il y a 210 points (mots) regroupés autour du centroïde no 28
Il y a 42 points (mots) regroupés autour du centroïde no 29
Il y a 1595 points (mots) regroupés autour du centroïde no 30
Il y a 150 points (mots) regroupés autour du centroïde no 31
Il y a 123 points (mots) regroupés autour du centroïde no 32
Il y a 314 points (mots) regroupés autour du centroïde no 33
Il y a 180 points (mots) regroupés autour du centroïde no 34
Il y a 228 points (mots) regroupés autour du centroïde no 35
Il y a 235 points (mots) regroupés autour du centroïde no 36
Il y a 73 points (mots) regroupés autour du centroïde no 37
Il y a 1589 points (mots) regroupés autour du centroïde no 38
Il y a 469 points (mots) regroupés autour du centroïde no 39
Il y a 231 points (mots) regroupés autour du centroïde no 40
Il y a 476 points (mots) regroupés autour du centroïde no 41
Il y a 133 points (mots) regroupés autour du centroïde no 42
Il y a 48 points (mots) regroupés autour du centroïde no 43
Il y a 8 points (mots) regroupés autour du centroïde no 44
Il y a 165 points (mots) regroupés autour du centroïde no 45
Il y a 55 points (mots) regroupés autour du centroïde no 46
Il y a 859 points (mots) regroupés autour du centroïde no 47
Il y a 722 points (mots) regroupés autour du centroïde no 48
Il y a 1105 points (mots) regroupés autour du centroïde no 49

============================================================================
Itération 3
3268 changements de cluster en 30.78 secondes.

Il y a 33 points (mots) regroupés autour du centroïde no 0
Il y a 7134 points (mots) regroupés autour du centroïde no 1
Il y a 95 points (mots) regroupés autour du centroïde no 2
Il y a 244 points (mots) regroupés autour du centroïde no 3
Il y a 42 points (mots) regroupés autour du centroïde no 4
Il y a 3 points (mots) regroupés autour du centroïde no 5
Il y a 247 points (mots) regroupés autour du centroïde no 6
Il y a 136 points (mots) regroupés autour du centroïde no 7
Il y a 679 points (mots) regroupés autour du centroïde no 8
Il y a 62 points (mots) regroupés autour du centroïde no 9
Il y a 155 points (mots) regroupés autour du centroïde no 10
Il y a 182 points (mots) regroupés autour du centroïde no 11
Il y a 448 points (mots) regroupés autour du centroïde no 12
Il y a 918 points (mots) regroupés autour du centroïde no 13
Il y a 105 points (mots) regroupés autour du centroïde no 14
Il y a 219 points (mots) regroupés autour du centroïde no 15
Il y a 72 points (mots) regroupés autour du centroïde no 16
Il y a 238 points (mots) regroupés autour du centroïde no 17
Il y a 53 points (mots) regroupés autour du centroïde no 18
Il y a 1792 points (mots) regroupés autour du centroïde no 19
Il y a 186 points (mots) regroupés autour du centroïde no 20
Il y a 79 points (mots) regroupés autour du centroïde no 21
Il y a 943 points (mots) regroupés autour du centroïde no 22
Il y a 1184 points (mots) regroupés autour du centroïde no 23
Il y a 144 points (mots) regroupés autour du centroïde no 24
Il y a 416 points (mots) regroupés autour du centroïde no 25
Il y a 9 points (mots) regroupés autour du centroïde no 26
Il y a 78 points (mots) regroupés autour du centroïde no 27
Il y a 187 points (mots) regroupés autour du centroïde no 28
Il y a 60 points (mots) regroupés autour du centroïde no 29
Il y a 1489 points (mots) regroupés autour du centroïde no 30
Il y a 114 points (mots) regroupés autour du centroïde no 31
Il y a 249 points (mots) regroupés autour du centroïde no 32
Il y a 262 points (mots) regroupés autour du centroïde no 33
Il y a 120 points (mots) regroupés autour du centroïde no 34
Il y a 215 points (mots) regroupés autour du centroïde no 35
Il y a 593 points (mots) regroupés autour du centroïde no 36
Il y a 76 points (mots) regroupés autour du centroïde no 37
Il y a 1637 points (mots) regroupés autour du centroïde no 38
Il y a 468 points (mots) regroupés autour du centroïde no 39
Il y a 337 points (mots) regroupés autour du centroïde no 40
Il y a 525 points (mots) regroupés autour du centroïde no 41
Il y a 114 points (mots) regroupés autour du centroïde no 42
Il y a 41 points (mots) regroupés autour du centroïde no 43
Il y a 8 points (mots) regroupés autour du centroïde no 44
Il y a 183 points (mots) regroupés autour du centroïde no 45
Il y a 35 points (mots) regroupés autour du centroïde no 46
Il y a 888 points (mots) regroupés autour du centroïde no 47
Il y a 724 points (mots) regroupés autour du centroïde no 48
Il y a 1181 points (mots) regroupés autour du centroïde no 49

============================================================================
Itération 4
2167 changements de cluster en 30.96 secondes.

Il y a 28 points (mots) regroupés autour du centroïde no 0
Il y a 7189 points (mots) regroupés autour du centroïde no 1
Il y a 80 points (mots) regroupés autour du centroïde no 2
Il y a 192 points (mots) regroupés autour du centroïde no 3
Il y a 28 points (mots) regroupés autour du centroïde no 4
Il y a 3 points (mots) regroupés autour du centroïde no 5
Il y a 226 points (mots) regroupés autour du centroïde no 6
Il y a 100 points (mots) regroupés autour du centroïde no 7
Il y a 699 points (mots) regroupés autour du centroïde no 8
Il y a 39 points (mots) regroupés autour du centroïde no 9
Il y a 180 points (mots) regroupés autour du centroïde no 10
Il y a 155 points (mots) regroupés autour du centroïde no 11
Il y a 375 points (mots) regroupés autour du centroïde no 12
Il y a 853 points (mots) regroupés autour du centroïde no 13
Il y a 111 points (mots) regroupés autour du centroïde no 14
Il y a 280 points (mots) regroupés autour du centroïde no 15
Il y a 53 points (mots) regroupés autour du centroïde no 16
Il y a 231 points (mots) regroupés autour du centroïde no 17
Il y a 66 points (mots) regroupés autour du centroïde no 18
Il y a 1848 points (mots) regroupés autour du centroïde no 19
Il y a 148 points (mots) regroupés autour du centroïde no 20
Il y a 85 points (mots) regroupés autour du centroïde no 21
Il y a 955 points (mots) regroupés autour du centroïde no 22
Il y a 995 points (mots) regroupés autour du centroïde no 23
Il y a 121 points (mots) regroupés autour du centroïde no 24
Il y a 342 points (mots) regroupés autour du centroïde no 25
Il y a 6 points (mots) regroupés autour du centroïde no 26
Il y a 49 points (mots) regroupés autour du centroïde no 27
Il y a 172 points (mots) regroupés autour du centroïde no 28
Il y a 61 points (mots) regroupés autour du centroïde no 29
Il y a 1707 points (mots) regroupés autour du centroïde no 30
Il y a 94 points (mots) regroupés autour du centroïde no 31
Il y a 305 points (mots) regroupés autour du centroïde no 32
Il y a 193 points (mots) regroupés autour du centroïde no 33
Il y a 74 points (mots) regroupés autour du centroïde no 34
Il y a 186 points (mots) regroupés autour du centroïde no 35
Il y a 755 points (mots) regroupés autour du centroïde no 36
Il y a 99 points (mots) regroupés autour du centroïde no 37
Il y a 1669 points (mots) regroupés autour du centroïde no 38
Il y a 471 points (mots) regroupés autour du centroïde no 39
Il y a 426 points (mots) regroupés autour du centroïde no 40
Il y a 522 points (mots) regroupés autour du centroïde no 41
Il y a 89 points (mots) regroupés autour du centroïde no 42
Il y a 36 points (mots) regroupés autour du centroïde no 43
Il y a 8 points (mots) regroupés autour du centroïde no 44
Il y a 179 points (mots) regroupés autour du centroïde no 45
Il y a 15 points (mots) regroupés autour du centroïde no 46
Il y a 917 points (mots) regroupés autour du centroïde no 47
Il y a 736 points (mots) regroupés autour du centroïde no 48
Il y a 1251 points (mots) regroupés autour du centroïde no 49

============================================================================
Itération 5
1849 changements de cluster en 31.46 secondes.

Il y a 23 points (mots) regroupés autour du centroïde no 0
Il y a 7413 points (mots) regroupés autour du centroïde no 1
Il y a 71 points (mots) regroupés autour du centroïde no 2
Il y a 166 points (mots) regroupés autour du centroïde no 3
Il y a 25 points (mots) regroupés autour du centroïde no 4
Il y a 3 points (mots) regroupés autour du centroïde no 5
Il y a 212 points (mots) regroupés autour du centroïde no 6
Il y a 69 points (mots) regroupés autour du centroïde no 7
Il y a 736 points (mots) regroupés autour du centroïde no 8
Il y a 19 points (mots) regroupés autour du centroïde no 9
Il y a 184 points (mots) regroupés autour du centroïde no 10
Il y a 146 points (mots) regroupés autour du centroïde no 11
Il y a 315 points (mots) regroupés autour du centroïde no 12
Il y a 634 points (mots) regroupés autour du centroïde no 13
Il y a 104 points (mots) regroupés autour du centroïde no 14
Il y a 289 points (mots) regroupés autour du centroïde no 15
Il y a 36 points (mots) regroupés autour du centroïde no 16
Il y a 201 points (mots) regroupés autour du centroïde no 17
Il y a 93 points (mots) regroupés autour du centroïde no 18
Il y a 1924 points (mots) regroupés autour du centroïde no 19
Il y a 111 points (mots) regroupés autour du centroïde no 20
Il y a 78 points (mots) regroupés autour du centroïde no 21
Il y a 924 points (mots) regroupés autour du centroïde no 22
Il y a 944 points (mots) regroupés autour du centroïde no 23
Il y a 97 points (mots) regroupés autour du centroïde no 24
Il y a 310 points (mots) regroupés autour du centroïde no 25
Il y a 5 points (mots) regroupés autour du centroïde no 26
Il y a 33 points (mots) regroupés autour du centroïde no 27
Il y a 173 points (mots) regroupés autour du centroïde no 28
Il y a 54 points (mots) regroupés autour du centroïde no 29
Il y a 1778 points (mots) regroupés autour du centroïde no 30
Il y a 75 points (mots) regroupés autour du centroïde no 31
Il y a 236 points (mots) regroupés autour du centroïde no 32
Il y a 162 points (mots) regroupés autour du centroïde no 33
Il y a 52 points (mots) regroupés autour du centroïde no 34
Il y a 164 points (mots) regroupés autour du centroïde no 35
Il y a 833 points (mots) regroupés autour du centroïde no 36
Il y a 115 points (mots) regroupés autour du centroïde no 37
Il y a 1707 points (mots) regroupés autour du centroïde no 38
Il y a 472 points (mots) regroupés autour du centroïde no 39
Il y a 504 points (mots) regroupés autour du centroïde no 40
Il y a 487 points (mots) regroupés autour du centroïde no 41
Il y a 72 points (mots) regroupés autour du centroïde no 42
Il y a 34 points (mots) regroupés autour du centroïde no 43
Il y a 8 points (mots) regroupés autour du centroïde no 44
Il y a 171 points (mots) regroupés autour du centroïde no 45
Il y a 10 points (mots) regroupés autour du centroïde no 46
Il y a 953 points (mots) regroupés autour du centroïde no 47
Il y a 869 points (mots) regroupés autour du centroïde no 48
Il y a 1308 points (mots) regroupés autour du centroïde no 49

============================================================================
Itération 6
1729 changements de cluster en 30.79 secondes.

Il y a 15 points (mots) regroupés autour du centroïde no 0
Il y a 7602 points (mots) regroupés autour du centroïde no 1
Il y a 50 points (mots) regroupés autour du centroïde no 2
Il y a 146 points (mots) regroupés autour du centroïde no 3
Il y a 22 points (mots) regroupés autour du centroïde no 4
Il y a 3 points (mots) regroupés autour du centroïde no 5
Il y a 186 points (mots) regroupés autour du centroïde no 6
Il y a 53 points (mots) regroupés autour du centroïde no 7
Il y a 752 points (mots) regroupés autour du centroïde no 8
Il y a 9 points (mots) regroupés autour du centroïde no 9
Il y a 187 points (mots) regroupés autour du centroïde no 10
Il y a 114 points (mots) regroupés autour du centroïde no 11
Il y a 302 points (mots) regroupés autour du centroïde no 12
Il y a 397 points (mots) regroupés autour du centroïde no 13
Il y a 101 points (mots) regroupés autour du centroïde no 14
Il y a 291 points (mots) regroupés autour du centroïde no 15
Il y a 30 points (mots) regroupés autour du centroïde no 16
Il y a 167 points (mots) regroupés autour du centroïde no 17
Il y a 122 points (mots) regroupés autour du centroïde no 18
Il y a 1995 points (mots) regroupés autour du centroïde no 19
Il y a 80 points (mots) regroupés autour du centroïde no 20
Il y a 76 points (mots) regroupés autour du centroïde no 21
Il y a 894 points (mots) regroupés autour du centroïde no 22
Il y a 908 points (mots) regroupés autour du centroïde no 23
Il y a 74 points (mots) regroupés autour du centroïde no 24
Il y a 305 points (mots) regroupés autour du centroïde no 25
Il y a 5 points (mots) regroupés autour du centroïde no 26
Il y a 22 points (mots) regroupés autour du centroïde no 27
Il y a 205 points (mots) regroupés autour du centroïde no 28
Il y a 47 points (mots) regroupés autour du centroïde no 29
Il y a 1833 points (mots) regroupés autour du centroïde no 30
Il y a 59 points (mots) regroupés autour du centroïde no 31
Il y a 174 points (mots) regroupés autour du centroïde no 32
Il y a 135 points (mots) regroupés autour du centroïde no 33
Il y a 42 points (mots) regroupés autour du centroïde no 34
Il y a 135 points (mots) regroupés autour du centroïde no 35
Il y a 854 points (mots) regroupés autour du centroïde no 36
Il y a 124 points (mots) regroupés autour du centroïde no 37
Il y a 1759 points (mots) regroupés autour du centroïde no 38
Il y a 466 points (mots) regroupés autour du centroïde no 39
Il y a 547 points (mots) regroupés autour du centroïde no 40
Il y a 491 points (mots) regroupés autour du centroïde no 41
Il y a 57 points (mots) regroupés autour du centroïde no 42
Il y a 28 points (mots) regroupés autour du centroïde no 43
Il y a 8 points (mots) regroupés autour du centroïde no 44
Il y a 162 points (mots) regroupés autour du centroïde no 45
Il y a 8 points (mots) regroupés autour du centroïde no 46
Il y a 978 points (mots) regroupés autour du centroïde no 47
Il y a 1041 points (mots) regroupés autour du centroïde no 48
Il y a 1341 points (mots) regroupés autour du centroïde no 49

============================================================================
